Thread Number,Bytes Sent,IPAddress
136265,8,192.168.0.3:58306
134998,8,192.168.0.2:32950
135044,8,192.168.0.13:51172
25341,8,192.168.0.2:32960
25337,8,192.168.0.13:51142
25480,8,192.168.0.3:58262
26219,8,192.168.0.2:32992
26278,8,192.168.0.3:58382
26322,8,192.168.0.2:32794
26628,8,192.168.0.3:58436
135944,8,192.168.0.3:58266
135013,8,192.168.0.2:32876
138594,8,192.168.0.2:32892
139336,8,192.168.0.3:58428
172501,8,192.168.0.13:50814
43783,8,192.168.0.3:58398
43836,8,192.168.0.2:32790
172798,8,192.168.0.3:57952
172490,8,192.168.0.13:50764
172417,8,192.168.0.3:57496
172489,8,192.168.0.2:60620
172607,8,192.168.0.3:57920
140487,8,192.168.0.2:32920
140548,8,192.168.0.2:32838
42719,8,192.168.0.13:51226
25366,8,192.168.0.13:51138
25365,8,192.168.0.2:32798
25395,8,192.168.0.13:51234
25457,8,192.168.0.3:58322
25397,8,192.168.0.2:32894
25449,8,192.168.0.2:32966
25460,8,192.168.0.3:58416
25478,8,192.168.0.2:32908
25307,8,192.168.0.13:51208
25298,8,192.168.0.13:51238
25372,8,192.168.0.2:32882
25400,8,192.168.0.2:32800
25625,8,192.168.0.2:32880
25290,8,192.168.0.3:58318
25271,8,192.168.0.2:32846
108843,8,192.168.0.13:51140
25385,8,192.168.0.3:58064
108839,8,192.168.0.3:58258
57709,8,192.168.0.2:59770
39905,8,192.168.0.13:51184
26128,8,192.168.0.2:32940
172773,8,192.168.0.13:50790
172029,8,192.168.0.3:57922
25293,8,192.168.0.2:32994
172103,8,192.168.0.2:60622
172743,8,192.168.0.3:57998
171982,8,192.168.0.13:50798
25305,8,192.168.0.2:60974
171947,8,192.168.0.13:50804
25295,8,192.168.0.2:32996
2353824,8,192.168.0.2:60884
29272,8,192.168.0.13:51214
70559,8,192.168.0.2:32804
25960,8,192.168.0.2:32942
172262,8,192.168.0.3:57986
70565,8,192.168.0.13:51162
172161,8,192.168.0.13:50092
46375,8,192.168.0.2:32822
171950,8,192.168.0.13:50832
25669,8,192.168.0.2:32918
172146,8,192.168.0.13:50134
25649,8,192.168.0.13:51192
28607,8,192.168.0.2:32848
39365,8,192.168.0.3:58414
119617,8,192.168.0.13:51146
25519,8,192.168.0.3:58402
25294,8,192.168.0.3:58410
43768,8,192.168.0.3:58324
25346,8,192.168.0.2:32904
39890,8,192.168.0.2:32948
25342,8,192.168.0.2:32818
130224,8,192.168.0.13:51134
25317,8,192.168.0.2:32976
34128,8,192.168.0.13:51170
25331,8,192.168.0.13:51194
25335,8,192.168.0.3:58316
171963,8,192.168.0.3:57962
25356,8,192.168.0.3:58420
137068,8,192.168.0.3:58286
172332,8,192.168.0.13:50184
172315,8,192.168.0.3:57902
25459,8,192.168.0.13:51178
172801,8,192.168.0.13:50838
172644,8,192.168.0.3:57976
25467,8,192.168.0.13:51212
130207,8,192.168.0.3:58422
25461,8,192.168.0.2:32982
140487,8,192.168.0.2:32906
37145,8,192.168.0.2:32852
140491,8,192.168.0.3:58412
25456,8,192.168.0.2:32884
149881,8,192.168.0.2:32814
25462,8,192.168.0.2:32972
54207,8,192.168.0.2:32934
25548,8,192.168.0.3:58380
110492,8,192.168.0.2:32840
172381,8,192.168.0.13:50128
161799,8,192.168.0.3:58392
172899,8,192.168.0.13:50168
171974,8,192.168.0.13:50840
39912,8,192.168.0.2:60978
39253,8,192.168.0.3:58268
112651,8,192.168.0.2:60984
43756,8,192.168.0.3:58298
172416,8,192.168.0.13:50760
172655,8,192.168.0.13:50846
172227,8,192.168.0.13:50178
70577,8,192.168.0.3:58400
500631,8,192.168.0.2:60914
39245,8,192.168.0.2:32938
25785,8,192.168.0.2:32886
84852,8,192.168.0.13:51166
43778,8,192.168.0.3:58292
26140,8,192.168.0.2:32990
28850,8,192.168.0.13:51200
25297,8,192.168.0.3:58062
25605,8,192.168.0.2:32958
25291,8,192.168.0.2:33008
25738,8,192.168.0.2:33006
25819,8,192.168.0.2:32824
29371,8,192.168.0.13:51206
140481,8,192.168.0.2:32810
26145,8,192.168.0.2:32898
28701,8,192.168.0.13:51136
77277,8,192.168.0.2:32896
25354,8,192.168.0.3:58294
25309,8,192.168.0.2:32820
29271,8,192.168.0.13:51222
25350,8,192.168.0.3:58404
25259,8,192.168.0.2:32806
25284,8,192.168.0.2:33004
25256,8,192.168.0.2:32964
25280,8,192.168.0.2:33002
25364,8,192.168.0.3:58056
25652,8,192.168.0.13:51210
25274,8,192.168.0.2:32978
29956,8,192.168.0.2:33028
33070,8,192.168.0.2:33014
33094,8,192.168.0.2:33022
25916,8,192.168.0.2:32968
26035,8,192.168.0.2:32970
33505,8,192.168.0.13:50964
29925,8,192.168.0.2:33010
33541,8,192.168.0.13:50996
33280,8,192.168.0.3:58448
33545,8,192.168.0.13:50948
32859,8,192.168.0.13:50938
33770,8,192.168.0.3:58186
33741,8,192.168.0.13:50958
34212,8,192.168.0.13:51004
34247,8,192.168.0.13:51020
34204,8,192.168.0.13:50984
34378,8,192.168.0.13:51002
32909,8,192.168.0.13:50978
32941,8,192.168.0.13:50962
32963,8,192.168.0.13:50998
32931,8,192.168.0.2:33026
32934,8,192.168.0.13:51014
33021,8,192.168.0.13:50994
32976,8,192.168.0.3:58460
32942,8,192.168.0.2:60830
33063,8,192.168.0.13:50982
33010,8,192.168.0.13:51026
32891,8,192.168.0.13:50988
32945,8,192.168.0.3:58176
32884,8,192.168.0.3:58158
32892,8,192.168.0.13:50952
32919,8,192.168.0.13:50942
33138,8,192.168.0.13:50960
32899,8,192.168.0.13:50940
32965,8,192.168.0.13:50976
33181,8,192.168.0.13:51008
32962,8,192.168.0.3:58182
32906,8,192.168.0.2:59746
33004,8,192.168.0.13:50944
32862,8,192.168.0.3:58172
32889,8,192.168.0.3:58174
33294,8,192.168.0.13:51010
33455,8,192.168.0.13:51064
33081,8,192.168.0.3:58170
32941,8,192.168.0.3:58184
140249,8,192.168.0.13:51168
32976,8,192.168.0.3:58446
33058,8,192.168.0.13:50990
33218,8,192.168.0.13:50992
33120,8,192.168.0.3:58178
32892,8,192.168.0.3:58452
33024,8,192.168.0.3:58444
32893,8,192.168.0.3:58162
32861,8,192.168.0.3:58168
33272,8,192.168.0.13:51018
32900,8,192.168.0.3:58156
32935,8,192.168.0.2:33020
32883,8,192.168.0.3:58166
32899,8,192.168.0.3:58442
25235,8,192.168.0.2:59756
28884,8,192.168.0.13:51236
32949,8,192.168.0.13:50968
33353,8,192.168.0.13:50956
33076,8,192.168.0.2:33018
25899,8,192.168.0.2:32984
33200,8,192.168.0.3:58450
32928,8,192.168.0.3:58456
32691,8,192.168.0.2:33030
32955,8,192.168.0.3:58458
32903,8,192.168.0.3:58160
32964,8,192.168.0.2:33024
256617,8,192.168.0.2:32944
32901,8,192.168.0.3:58164
32843,8,192.168.0.13:50950
32903,8,192.168.0.3:58188
32822,8,192.168.0.13:50954
32878,8,192.168.0.3:58180
33065,8,192.168.0.13:50980
25303,8,192.168.0.2:33000
30100,8,192.168.0.2:32962
32926,8,192.168.0.3:58434
33044,8,192.168.0.3:58454
28364,8,192.168.0.13:51224
32931,8,192.168.0.13:50986
33027,8,192.168.0.2:33016
29964,8,192.168.0.13:51244
32943,8,192.168.0.13:51240
33814,8,192.168.0.13:51242
26030,8,192.168.0.2:32928
33366,8,192.168.0.13:50966
33819,8,192.168.0.3:58190
33177,8,192.168.0.2:33012
25823,8,192.168.0.3:58440
25807,8,192.168.0.2:32952
25837,8,192.168.0.2:32834
26542,8,192.168.0.13:50970
25321,8,192.168.0.2:33036
25390,8,192.168.0.3:58470
25523,8,192.168.0.3:58466
25605,8,192.168.0.3:58462
25558,8,192.168.0.2:33040
25252,8,192.168.0.13:51264
27331,8,192.168.0.3:58482
27736,8,192.168.0.3:58484
27389,8,192.168.0.13:51270
27737,8,192.168.0.2:33048
107641,8,192.168.0.13:51246
90622,8,192.168.0.3:58468
25556,8,192.168.0.3:58430
26048,8,192.168.0.2:32974
118235,8,192.168.0.13:51288
118410,8,192.168.0.13:51280
118213,8,192.168.0.2:33122
130632,8,192.168.0.2:33084
130707,8,192.168.0.2:33076
130650,8,192.168.0.13:51252
118442,8,192.168.0.13:51290
130846,8,192.168.0.2:33072
118599,8,192.168.0.3:58510
118983,8,192.168.0.13:51268
118710,8,192.168.0.3:58502
121372,8,192.168.0.3:58512
135240,8,192.168.0.2:33074
137246,8,192.168.0.2:33086
137597,8,192.168.0.2:33078
121418,8,192.168.0.3:58506
25335,8,192.168.0.13:51292
121370,8,192.168.0.13:51286
25387,8,192.168.0.2:33116
133549,8,192.168.0.13:51260
25427,8,192.168.0.2:33124
121551,8,192.168.0.2:33108
25458,8,192.168.0.2:33094
121606,8,192.168.0.13:51272
142215,8,192.168.0.2:33066
121510,8,192.168.0.3:58500
146187,8,192.168.0.2:33052
121309,8,192.168.0.3:58518
133733,8,192.168.0.2:33080
25242,8,192.168.0.2:33162
122043,8,192.168.0.3:58488
25772,8,192.168.0.13:51310
25660,8,192.168.0.2:33170
25751,8,192.168.0.2:33166
25729,8,192.168.0.3:58572
122136,8,192.168.0.2:33038
25809,8,192.168.0.2:33174
25831,8,192.168.0.3:58544
25861,8,192.168.0.13:51316
25919,8,192.168.0.2:33092
25957,8,192.168.0.3:58548
25956,8,192.168.0.3:58538
133827,8,192.168.0.2:33058
26051,8,192.168.0.2:33178
26070,8,192.168.0.13:51328
133677,8,192.168.0.13:51256
114442,8,192.168.0.2:33070
114465,8,192.168.0.13:51262
114495,8,192.168.0.13:51250
114520,8,192.168.0.2:33082
114453,8,192.168.0.3:58476
134079,8,192.168.0.3:58478
114443,8,192.168.0.2:33062
122147,8,192.168.0.2:33042
114458,8,192.168.0.2:33056
114475,8,192.168.0.3:58480
109473,8,192.168.0.3:58520
134491,8,192.168.0.2:33044
26325,8,192.168.0.13:51386
26479,8,192.168.0.2:33138
33043,8,192.168.0.3:58534
154886,8,192.168.0.13:51230
121419,8,192.168.0.3:58514
160011,8,192.168.0.2:32980
151851,8,192.168.0.3:58464
160005,8,192.168.0.13:51216
134115,8,192.168.0.2:33046
134475,8,192.168.0.3:58472
26056,8,192.168.0.2:33140
133904,8,192.168.0.2:33068
26056,8,192.168.0.2:33182
121829,8,192.168.0.2:33100
121644,8,192.168.0.3:58496
121697,8,192.168.0.3:58492
133774,8,192.168.0.13:51248
114447,8,192.168.0.13:51258
160025,8,192.168.0.13:51220
160031,8,192.168.0.13:51218
139089,8,192.168.0.2:33032
160016,8,192.168.0.3:58418
134012,8,192.168.0.2:33054
26610,8,192.168.0.3:58528
26817,8,192.168.0.2:33192
172065,8,192.168.0.3:57958
26610,8,192.168.0.3:58556
30207,8,192.168.0.2:32986
25331,8,192.168.0.2:33128
26626,8,192.168.0.2:33130
25271,8,192.168.0.13:51322
25317,8,192.168.0.13:51304
25318,8,192.168.0.2:33160
25382,8,192.168.0.13:51376
25237,8,192.168.0.3:58576
40173,8,192.168.0.2:33114
154873,8,192.168.0.3:58438
140918,8,192.168.0.2:33034
25425,8,192.168.0.13:51324
133852,8,192.168.0.2:33064
25261,8,192.168.0.2:33132
28481,8,192.168.0.3:58568
25466,8,192.168.0.13:51320
25434,8,192.168.0.13:51318
25525,8,192.168.0.13:51370
25275,8,192.168.0.3:58570
26721,8,192.168.0.3:58552
160020,8,192.168.0.3:58288
2850518,8,192.168.0.3:58232
160062,8,192.168.0.13:51190
160033,8,192.168.0.13:51228
25226,8,192.168.0.3:58530
25282,8,192.168.0.3:58524
25301,8,192.168.0.3:58574
139092,8,192.168.0.2:33050
25255,8,192.168.0.3:58532
25381,8,192.168.0.13:51306
25268,8,192.168.0.13:51266
25267,8,192.168.0.3:58558
134100,8,192.168.0.3:58474
25244,8,192.168.0.2:33136
121580,8,192.168.0.3:58498
35029,8,192.168.0.3:58486
25431,8,192.168.0.13:51312
154899,8,192.168.0.13:51232
25741,8,192.168.0.13:51298
26795,8,192.168.0.3:58554
160036,8,192.168.0.3:58424
26477,8,192.168.0.2:33196
25229,8,192.168.0.13:51326
26545,8,192.168.0.2:33198
25292,8,192.168.0.13:51330
26767,8,192.168.0.3:58546
26775,8,192.168.0.2:33188
26613,8,192.168.0.3:58536
140277,8,192.168.0.2:60980
28548,8,192.168.0.3:58526
25278,8,192.168.0.2:33142
25280,8,192.168.0.3:58550
25453,8,192.168.0.13:51314
28201,8,192.168.0.13:51372
32004,8,192.168.0.3:58542
140263,8,192.168.0.2:32816
26564,8,192.168.0.2:33090
26509,8,192.168.0.2:33158
26548,8,192.168.0.13:51294
160006,8,192.168.0.3:58432
121934,8,192.168.0.2:33096
26095,8,192.168.0.13:51382
26540,8,192.168.0.13:51302
26768,8,192.168.0.3:58540
121780,8,192.168.0.3:58490
26636,8,192.168.0.13:51374
28047,8,192.168.0.2:33156
28144,8,192.168.0.13:51300
26088,8,192.168.0.13:51308
124773,8,192.168.0.2:33060
26577,8,192.168.0.2:33088
25268,8,192.168.0.13:51296
25629,8,192.168.0.3:58578
25376,8,192.168.0.3:58522
25364,8,192.168.0.13:51378
25337,8,192.168.0.2:33190
25408,8,192.168.0.2:33168
25450,8,192.168.0.3:58580
25367,8,192.168.0.2:33176
25385,8,192.168.0.13:51380
25356,8,192.168.0.2:33172
25369,8,192.168.0.13:51384
25371,8,192.168.0.2:33180
25372,8,192.168.0.2:33186
25359,8,192.168.0.2:33164
25294,8,192.168.0.13:51394
25430,8,192.168.0.13:51398
25511,8,192.168.0.13:51396
25561,8,192.168.0.2:33208
25631,8,192.168.0.2:33224
25696,8,192.168.0.2:33210
25820,8,192.168.0.13:51390
25953,8,192.168.0.13:51388
25950,8,192.168.0.2:33202
26010,8,192.168.0.3:58590
26031,8,192.168.0.3:58586
26087,8,192.168.0.13:51404
26011,8,192.168.0.13:51408
26081,8,192.168.0.13:51406
26071,8,192.168.0.13:51410
27444,8,192.168.0.2:33228
121466,8,192.168.0.2:33118
25815,8,192.168.0.2:33134
27038,8,192.168.0.2:33234
29571,8,192.168.0.13:51392
26979,8,192.168.0.3:58616
30586,8,192.168.0.3:58584
160020,8,192.168.0.2:32812
25313,8,192.168.0.2:33268
26692,8,192.168.0.2:33280
26944,8,192.168.0.3:58646
27046,8,192.168.0.2:33274
26786,8,192.168.0.13:51446
26901,8,192.168.0.13:51436
26981,8,192.168.0.13:51432
26980,8,192.168.0.13:51444
27043,8,192.168.0.13:51440
27078,8,192.168.0.2:33296
27247,8,192.168.0.3:58654
27250,8,192.168.0.13:51428
27414,8,192.168.0.2:33288
26982,8,192.168.0.3:58662
27499,8,192.168.0.3:58650
27418,8,192.168.0.2:33292
27378,8,192.168.0.13:51424
27012,8,192.168.0.3:58658
27043,8,192.168.0.13:51448
300211,8,192.168.0.3:58150
303604,8,192.168.0.3:58146
304566,8,192.168.0.3:58148
305954,8,192.168.0.3:58154
306629,8,192.168.0.3:58152
160021,8,192.168.0.2:32998
160029,8,192.168.0.2:32946
160036,8,192.168.0.2:32988
29591,8,192.168.0.2:33206
38482,8,192.168.0.2:33184
229762,8,192.168.0.2:33232
27011,8,192.168.0.3:58634
25440,8,192.168.0.13:51468
25290,8,192.168.0.2:33308
25400,8,192.168.0.3:58352
25414,8,192.168.0.13:51150
25485,8,192.168.0.2:33366
26612,8,192.168.0.3:58364
25635,8,192.168.0.13:51502
25449,8,192.168.0.2:33240
160040,8,192.168.0.3:58308
35572,8,192.168.0.2:33204
63164,8,192.168.0.2:33200
25990,8,192.168.0.3:58708
26011,8,192.168.0.2:33362
31061,8,192.168.0.13:51488
25481,8,192.168.0.13:51510
25397,8,192.168.0.2:33312
25994,8,192.168.0.3:58330
119805,8,192.168.0.3:58622
25402,8,192.168.0.3:58678
26006,8,192.168.0.3:58672
25988,8,192.168.0.13:51156
25450,8,192.168.0.13:51484
25658,8,192.168.0.2:33370
25990,8,192.168.0.3:58272
26026,8,192.168.0.3:58326
119799,8,192.168.0.3:58624
119798,8,192.168.0.2:33254
140267,8,192.168.0.13:51254
35926,8,192.168.0.13:51498
66149,8,192.168.0.2:33384
26018,8,192.168.0.3:58690
27702,8,192.168.0.3:58346
66211,8,192.168.0.2:33382
64321,8,192.168.0.2:33378
119801,8,192.168.0.13:51420
57803,8,192.168.0.2:33264
35528,8,192.168.0.3:58582
78310,8,192.168.0.2:33380
26027,8,192.168.0.2:33246
32993,8,192.168.0.3:58342
33799,8,192.168.0.3:58726
42591,8,192.168.0.2:33194
31050,8,192.168.0.2:33374
27012,8,192.168.0.2:33250
31066,8,192.168.0.3:58282
33831,8,192.168.0.3:58698
55614,8,192.168.0.2:33248
33809,8,192.168.0.13:51508
141081,8,192.168.0.2:33300
33975,8,192.168.0.13:51482
27013,8,192.168.0.3:58638
27094,8,192.168.0.13:51152
172949,8,192.168.0.3:58728
27015,8,192.168.0.2:33260
56786,8,192.168.0.13:51422
33977,8,192.168.0.13:51154
33807,8,192.168.0.13:51478
38806,8,192.168.0.3:58630
31039,8,192.168.0.2:33310
270959,8,192.168.0.3:58668
38863,8,192.168.0.3:58270
38884,8,192.168.0.3:58692
38805,8,192.168.0.3:58640
262875,8,192.168.0.13:51276
25553,8,192.168.0.2:33270
262942,8,192.168.0.2:33098
56758,8,192.168.0.3:58628
250008,8,192.168.0.2:33318
263012,8,192.168.0.13:51284
291673,8,192.168.0.3:58348
262945,8,192.168.0.13:51278
161004,8,192.168.0.13:51430
262966,8,192.168.0.2:33102
27014,8,192.168.0.2:33244
263011,8,192.168.0.3:58508
262962,8,192.168.0.13:51274
161020,8,192.168.0.13:51442
160914,8,192.168.0.13:51434
31065,8,192.168.0.3:58706
34051,8,192.168.0.3:58344
54099,8,192.168.0.2:33258
71728,8,192.168.0.2:33350
161049,8,192.168.0.3:58660
263058,8,192.168.0.3:58516
263032,8,192.168.0.2:33106
52327,8,192.168.0.3:58642
255966,8,192.168.0.13:51476
161064,8,192.168.0.2:33294
40193,8,192.168.0.2:33104
56761,8,192.168.0.2:33256
25394,8,192.168.0.3:58620
160987,8,192.168.0.13:51450
161035,8,192.168.0.13:51426
161005,8,192.168.0.2:33298
161033,8,192.168.0.13:51452
250021,8,192.168.0.3:58676
327592,8,192.168.0.3:58276
40144,8,192.168.0.2:33112
25462,8,192.168.0.2:33306
29006,8,192.168.0.2:33266
286032,8,192.168.0.2:33320
160995,8,192.168.0.2:33286
25501,8,192.168.0.2:33314
40161,8,192.168.0.3:58494
161133,8,192.168.0.13:51438
161046,8,192.168.0.3:58656
160978,8,192.168.0.2:33290
33829,8,192.168.0.13:51474
276952,8,192.168.0.3:58696
25516,8,192.168.0.3:58338
253001,8,192.168.0.13:51414
25484,8,192.168.0.13:51496
25589,8,192.168.0.3:58694
161005,8,192.168.0.3:58652
33831,8,192.168.0.13:51504
206833,8,192.168.0.2:33226
56755,8,192.168.0.2:33252
56829,8,192.168.0.3:58636
34053,8,192.168.0.2:33354
38899,8,192.168.0.13:51516
33978,8,192.168.0.3:58714
32216,8,192.168.0.3:58702
38845,8,192.168.0.2:33262
276666,8,192.168.0.2:33368
262940,8,192.168.0.2:33120
56760,8,192.168.0.2:33242
27595,8,192.168.0.3:58280
25415,8,192.168.0.13:51506
27606,8,192.168.0.13:51418
25441,8,192.168.0.13:51486
35654,8,192.168.0.3:58632
38755,8,192.168.0.3:58716
56757,8,192.168.0.3:58626
38937,8,192.168.0.3:58278
26620,8,192.168.0.3:58750
35655,8,192.168.0.2:32788
54069,8,192.168.0.2:33272
26150,8,192.168.0.2:33410
35630,8,192.168.0.3:58724
38775,8,192.168.0.3:58340
38832,8,192.168.0.2:33344
30078,8,192.168.0.13:51514
52385,8,192.168.0.2:33278
25446,8,192.168.0.13:51512
250010,8,192.168.0.3:58700
66717,8,192.168.0.13:51416
35642,8,192.168.0.3:58674
39059,8,192.168.0.2:33352
27684,8,192.168.0.3:58746
286033,8,192.168.0.3:58720
38997,8,192.168.0.2:33376
30080,8,192.168.0.3:58666
250018,8,192.168.0.13:51500
35607,8,192.168.0.3:58274
32213,8,192.168.0.2:33304
35632,8,192.168.0.3:58336
38794,8,192.168.0.2:33356
250022,8,192.168.0.2:33316
70485,8,192.168.0.2:33282
57203,8,192.168.0.2:33276
222911,8,192.168.0.2:33284
32253,8,192.168.0.2:33358
66318,8,192.168.0.2:33212
66716,8,192.168.0.3:58648
249010,8,192.168.0.3:58618
38016,8,192.168.0.3:58644
26981,8,192.168.0.2:33360
263051,8,192.168.0.3:58504
27006,8,192.168.0.2:33348
31269,8,192.168.0.3:58774
26942,8,192.168.0.3:58718
28908,8,192.168.0.2:33324
40105,8,192.168.0.2:33126
27075,8,192.168.0.2:33238
263106,8,192.168.0.2:33110
40257,8,192.168.0.13:51282
31817,8,192.168.0.3:58730
31842,8,192.168.0.13:51544
66298,8,192.168.0.2:33236
25378,8,192.168.0.13:51332
286033,8,192.168.0.13:51480
31857,8,192.168.0.13:51532
294987,8,192.168.0.3:58712
250020,8,192.168.0.3:58670
31817,8,192.168.0.13:51530
25658,8,192.168.0.2:33428
32032,8,192.168.0.13:51334
31779,8,192.168.0.13:51548
31812,8,192.168.0.3:58748
31836,8,192.168.0.13:51490
31747,8,192.168.0.3:58764
26774,8,192.168.0.3:58798
25921,8,192.168.0.13:51546
38390,8,192.168.0.3:58754
27960,8,192.168.0.2:33322
26119,8,192.168.0.3:58766
26250,8,192.168.0.3:58740
29005,8,192.168.0.3:58356
36941,8,192.168.0.13:51558
28005,8,192.168.0.13:51522
106228,8,192.168.0.3:58848
26069,8,192.168.0.2:33408
38990,8,192.168.0.3:58366
36018,8,192.168.0.2:33402
26090,8,192.168.0.2:33404
26228,8,192.168.0.2:33418
29501,8,192.168.0.2:33392
26702,8,192.168.0.2:33466
27011,8,192.168.0.13:51542
125003,8,192.168.0.3:58736
26715,8,192.168.0.2:33436
117173,8,192.168.0.3:58682
57984,8,192.168.0.3:58782
54770,8,192.168.0.3:58758
26730,8,192.168.0.2:33394
26712,8,192.168.0.13:51520
27093,8,192.168.0.13:51528
27119,8,192.168.0.13:51564
39011,8,192.168.0.2:33372
29441,8,192.168.0.3:58742
38982,8,192.168.0.2:33440
27125,8,192.168.0.2:33438
303980,8,192.168.0.3:58722
66955,8,192.168.0.13:51492
117274,8,192.168.0.3:58794
54315,8,192.168.0.2:33422
25957,8,192.168.0.2:33494
54313,8,192.168.0.3:58752
130922,8,192.168.0.3:58332
117282,8,192.168.0.3:58756
117286,8,192.168.0.13:51338
117707,8,192.168.0.13:51592
338977,8,192.168.0.13:51412
25234,8,192.168.0.2:33472
113545,8,192.168.0.3:58780
54893,8,192.168.0.13:51534
114269,8,192.168.0.2:33396
26204,8,192.168.0.13:51646
25296,8,192.168.0.3:58872
60050,8,192.168.0.2:33414
113795,8,192.168.0.3:58788
54856,8,192.168.0.3:58772
26614,8,192.168.0.13:51600
113760,8,192.168.0.2:33400
109080,8,192.168.0.13:51596
26421,8,192.168.0.13:51622
113695,8,192.168.0.2:33390
113587,8,192.168.0.3:58828
26052,8,192.168.0.3:58880
54284,8,192.168.0.2:33424
111459,8,192.168.0.3:58838
111462,8,192.168.0.3:58760
111476,8,192.168.0.13:51566
25319,8,192.168.0.2:33502
111489,8,192.168.0.13:51538
111513,8,192.168.0.2:33432
25306,8,192.168.0.13:51058
131180,8,192.168.0.13:51560
26083,8,192.168.0.13:51056
111522,8,192.168.0.13:51336
25996,8,192.168.0.13:51610
25393,8,192.168.0.3:58778
111525,8,192.168.0.3:58732
57020,8,192.168.0.13:51590
25289,8,192.168.0.2:33420
108539,8,192.168.0.3:58334
26777,8,192.168.0.3:58350
115827,8,192.168.0.3:58738
26684,8,192.168.0.13:51588
26707,8,192.168.0.2:33416
114646,8,192.168.0.3:58368
26704,8,192.168.0.2:33364
113547,8,192.168.0.3:58784
26714,8,192.168.0.3:58710
25303,8,192.168.0.13:51614
27125,8,192.168.0.3:58768
25419,8,192.168.0.13:51602
27126,8,192.168.0.3:58358
25197,8,192.168.0.3:58852
25272,8,192.168.0.2:33492
27127,8,192.168.0.13:51570
117278,8,192.168.0.3:58832
117440,8,192.168.0.13:51526
25282,8,192.168.0.2:33510
111458,8,192.168.0.13:51598
111472,8,192.168.0.2:33398
25497,8,192.168.0.2:33488
25320,8,192.168.0.13:51062
111499,8,192.168.0.3:58770
113791,8,192.168.0.3:58792
25194,8,192.168.0.13:50974
25457,8,192.168.0.3:58862
111509,8,192.168.0.3:58776
25382,8,192.168.0.3:58876
25343,8,192.168.0.13:51036
25395,8,192.168.0.3:58884
111518,8,192.168.0.2:33386
130954,8,192.168.0.2:33388
25226,8,192.168.0.13:51012
113703,8,192.168.0.3:58372
111529,8,192.168.0.3:58850
108536,8,192.168.0.3:58744
130824,8,192.168.0.13:51568
25441,8,192.168.0.2:33490
25763,8,192.168.0.3:58896
130081,8,192.168.0.3:58800
25319,8,192.168.0.13:51006
57070,8,192.168.0.3:58830
114631,8,192.168.0.13:51536
57022,8,192.168.0.3:58360
114649,8,192.168.0.3:58328
26804,8,192.168.0.13:50972
113294,8,192.168.0.3:58790
25292,8,192.168.0.13:51030
66268,8,192.168.0.3:58588
27202,8,192.168.0.2:33434
25299,8,192.168.0.3:58860
25356,8,192.168.0.13:51604
54864,8,192.168.0.2:33326
25270,8,192.168.0.13:51620
25262,8,192.168.0.13:51052
131202,8,192.168.0.2:33412
25275,8,192.168.0.13:51032
111504,8,192.168.0.13:51554
25328,8,192.168.0.2:33482
113276,8,192.168.0.3:58786
25928,8,192.168.0.3:58870
25284,8,192.168.0.13:50946
25242,8,192.168.0.13:51054
25312,8,192.168.0.13:51060
117279,8,192.168.0.13:51550
25276,8,192.168.0.13:51040
25275,8,192.168.0.13:51022
