Thread Number,Bytes Sent,IPAddress
30009,8,192.168.0.14:34748
120293,8,192.168.0.14:34742
32278,8,192.168.0.2:39936
32163,8,192.168.0.13:59586
32647,8,192.168.0.14:34518
67856,8,192.168.0.13:59554
34887,8,192.168.0.3:58934
115829,8,192.168.0.2:39908
34995,8,192.168.0.3:37466
25398,8,192.168.0.3:37432
35040,8,192.168.0.14:34678
27376,8,192.168.0.2:39726
34616,8,192.168.0.14:34770
77034,8,192.168.0.14:34666
25623,8,192.168.0.2:39764
34834,8,192.168.0.14:34762
77041,8,192.168.0.3:37338
25641,8,192.168.0.3:37192
34566,8,192.168.0.14:34696
25362,8,192.168.0.2:37630
77048,8,192.168.0.2:39854
125716,8,192.168.0.14:34668
34574,8,192.168.0.3:37416
27333,8,192.168.0.14:34494
125739,8,192.168.0.14:34672
26596,8,192.168.0.14:34634
34614,8,192.168.0.3:37418
25290,8,192.168.0.14:34758
26722,8,192.168.0.14:34680
34581,8,192.168.0.3:58928
28774,8,192.168.0.14:34618
34618,8,192.168.0.14:34756
26902,8,192.168.0.14:34550
25306,8,192.168.0.2:39974
34548,8,192.168.0.14:34768
26728,8,192.168.0.14:34586
25521,8,192.168.0.13:59486
25367,8,192.168.0.3:36916
34549,8,192.168.0.2:39956
26964,8,192.168.0.2:39878
25597,8,192.168.0.13:59442
35202,8,192.168.0.2:39950
26559,8,192.168.0.14:34510
28814,8,192.168.0.14:34766
25657,8,192.168.0.3:37326
26725,8,192.168.0.14:34682
25607,8,192.168.0.13:58888
25660,8,192.168.0.14:34538
25565,8,192.168.0.13:59524
26555,8,192.168.0.2:39852
35154,8,192.168.0.2:37626
27109,8,192.168.0.14:34486
25844,8,192.168.0.4:51256
34592,8,192.168.0.2:39960
25871,8,192.168.0.13:59406
25868,8,192.168.0.4:51810
26714,8,192.168.0.14:34504
25840,8,192.168.0.3:37360
34648,8,192.168.0.13:56750
26562,8,192.168.0.3:37386
26719,8,192.168.0.3:37468
26001,8,192.168.0.14:34508
26576,8,192.168.0.13:59514
26083,8,192.168.0.2:39434
26575,8,192.168.0.2:39818
26476,8,192.168.0.2:39784
26582,8,192.168.0.3:37302
34773,8,192.168.0.13:59590
27878,8,192.168.0.14:34572
34697,8,192.168.0.3:37464
26530,8,192.168.0.13:59500
25581,8,192.168.0.14:34534
125722,8,192.168.0.3:37410
25913,8,192.168.0.3:37278
26625,8,192.168.0.4:51848
34658,8,192.168.0.14:34760
26884,8,192.168.0.14:34632
34717,8,192.168.0.4:51912
28136,8,192.168.0.14:34650
27050,8,192.168.0.14:34602
34716,8,192.168.0.3:58930
26695,8,192.168.0.14:34548
26593,8,192.168.0.14:34664
26732,8,192.168.0.14:34674
27120,8,192.168.0.14:34620
27268,8,192.168.0.14:34610
26621,8,192.168.0.2:39890
26979,8,192.168.0.2:39902
26833,8,192.168.0.14:34606
26905,8,192.168.0.2:39884
35197,8,192.168.0.13:59550
26839,8,192.168.0.13:59510
26518,8,192.168.0.2:39868
26957,8,192.168.0.14:34506
26815,8,192.168.0.2:39952
27048,8,192.168.0.14:34544
27038,8,192.168.0.2:39876
26959,8,192.168.0.3:37358
27103,8,192.168.0.3:37346
34745,8,192.168.0.13:59582
26562,8,192.168.0.4:51826
26985,8,192.168.0.14:34528
26600,8,192.168.0.14:34706
26748,8,192.168.0.3:37392
26870,8,192.168.0.4:51782
34556,8,192.168.0.2:39968
26644,8,192.168.0.3:37396
34490,8,192.168.0.3:58920
26958,8,192.168.0.14:34484
25247,8,192.168.0.13:59568
34254,8,192.168.0.2:39980
26787,8,192.168.0.4:51868
34708,8,192.168.0.3:58936
26952,8,192.168.0.2:39838
34255,8,192.168.0.3:58938
26559,8,192.168.0.14:34628
26965,8,192.168.0.14:34500
34658,8,192.168.0.2:39964
26532,8,192.168.0.4:51834
27078,8,192.168.0.3:37408
26588,8,192.168.0.14:34540
34292,8,192.168.0.3:37340
26577,8,192.168.0.14:34492
27073,8,192.168.0.2:39864
27565,8,192.168.0.14:34754
34276,8,192.168.0.14:34570
25379,8,192.168.0.13:59560
27175,8,192.168.0.14:34676
34280,8,192.168.0.3:58918
27702,8,192.168.0.4:51900
26693,8,192.168.0.13:59528
26874,8,192.168.0.13:59496
34261,8,192.168.0.2:39846
26609,8,192.168.0.4:51908
26947,8,192.168.0.2:39892
34258,8,192.168.0.14:34576
26827,8,192.168.0.3:37382
26935,8,192.168.0.14:34476
27138,8,192.168.0.3:37334
34286,8,192.168.0.4:51840
26590,8,192.168.0.14:34626
27159,8,192.168.0.3:37342
34290,8,192.168.0.4:51800
26860,8,192.168.0.4:51824
26720,8,192.168.0.3:37380
27652,8,192.168.0.4:51802
26978,8,192.168.0.13:59530
34291,8,192.168.0.2:39778
34265,8,192.168.0.13:59468
26768,8,192.168.0.14:34596
34403,8,192.168.0.3:37330
26916,8,192.168.0.14:34490
27041,8,192.168.0.14:34578
28026,8,192.168.0.2:39966
27020,8,192.168.0.14:34542
26872,8,192.168.0.2:39812
25938,8,192.168.0.4:51852
26932,8,192.168.0.2:39806
25318,8,192.168.0.14:34630
25402,8,192.168.0.4:51716
25405,8,192.168.0.13:59498
25354,8,192.168.0.13:59432
25476,8,192.168.0.4:51296
25348,8,192.168.0.3:37398
26493,8,192.168.0.14:34556
26722,8,192.168.0.3:37364
30010,8,192.168.0.14:34810
122679,8,192.168.0.4:51842
26870,8,192.168.0.4:51918
27112,8,192.168.0.3:37482
29570,8,192.168.0.14:34480
30013,8,192.168.0.3:37234
32134,8,192.168.0.14:34524
29574,8,192.168.0.14:34594
32151,8,192.168.0.14:34532
29563,8,192.168.0.14:34622
32148,8,192.168.0.2:39686
29650,8,192.168.0.14:34560
32196,8,192.168.0.4:50652
32307,8,192.168.0.2:39810
32302,8,192.168.0.4:51792
32354,8,192.168.0.4:51604
32303,8,192.168.0.4:51828
25364,8,192.168.0.2:37634
34602,8,192.168.0.3:58932
34922,8,192.168.0.13:59592
29617,8,192.168.0.14:34614
34271,8,192.168.0.13:51578
29650,8,192.168.0.14:34598
34574,8,192.168.0.3:58940
26997,8,192.168.0.14:34814
26773,8,192.168.0.2:39858
28016,8,192.168.0.14:34582
26998,8,192.168.0.14:34552
28389,8,192.168.0.14:34590
29672,8,192.168.0.14:34580
29365,8,192.168.0.13:59616
119755,8,192.168.0.14:34670
94268,8,192.168.0.4:51902
100327,8,192.168.0.3:58916
100337,8,192.168.0.4:51910
100207,8,192.168.0.14:34772
102005,8,192.168.0.4:51904
101971,8,192.168.0.4:51898
101916,8,192.168.0.2:39816
101928,8,192.168.0.3:58922
122685,8,192.168.0.14:34482
25353,8,192.168.0.3:37504
25312,8,192.168.0.13:59630
90272,8,192.168.0.13:59520
90296,8,192.168.0.13:59522
27873,8,192.168.0.13:59642
28796,8,192.168.0.2:40028
31510,8,192.168.0.2:40038
31487,8,192.168.0.2:40014
31799,8,192.168.0.4:51942
33414,8,192.168.0.4:51924
33106,8,192.168.0.4:51938
33425,8,192.168.0.4:51920
33806,8,192.168.0.14:34828
33283,8,192.168.0.4:51928
25860,8,192.168.0.4:51990
39895,8,192.168.0.14:34816
80573,8,192.168.0.14:34588
33477,8,192.168.0.14:34818
93371,8,192.168.0.14:34774
33428,8,192.168.0.3:37494
33367,8,192.168.0.2:40004
33485,8,192.168.0.13:59614
88428,8,192.168.0.14:34720
26002,8,192.168.0.14:34980
90276,8,192.168.0.13:59536
104860,8,192.168.0.2:39786
73940,8,192.168.0.3:37492
90282,8,192.168.0.3:37400
90289,8,192.168.0.2:39874
34348,8,192.168.0.13:59628
27895,8,192.168.0.13:59682
91305,8,192.168.0.2:39976
25392,8,192.168.0.2:40108
40300,8,192.168.0.14:34824
39599,8,192.168.0.13:59632
27047,8,192.168.0.3:37476
104916,8,192.168.0.3:37366
90295,8,192.168.0.3:58924
104841,8,192.168.0.13:59534
104849,8,192.168.0.13:58892
41795,8,192.168.0.2:40008
28860,8,192.168.0.14:34764
90278,8,192.168.0.14:34584
40148,8,192.168.0.2:40020
39544,8,192.168.0.4:51958
26997,8,192.168.0.13:59644
104898,8,192.168.0.13:59472
104851,8,192.168.0.4:51762
27091,8,192.168.0.13:59604
27002,8,192.168.0.3:37268
25303,8,192.168.0.2:40120
25959,8,192.168.0.3:37596
25268,8,192.168.0.2:40044
27015,8,192.168.0.13:59456
25985,8,192.168.0.13:59686
26048,8,192.168.0.13:59648
25784,8,192.168.0.4:51998
25595,8,192.168.0.4:51292
26022,8,192.168.0.4:51996
27001,8,192.168.0.13:59388
90322,8,192.168.0.3:37406
26610,8,192.168.0.3:37598
26174,8,192.168.0.13:59650
26496,8,192.168.0.3:37608
26075,8,192.168.0.13:59646
25482,8,192.168.0.14:34840
104854,8,192.168.0.2:39750
25252,8,192.168.0.2:40032
25458,8,192.168.0.4:51932
25330,8,192.168.0.3:37522
25454,8,192.168.0.4:52010
25501,8,192.168.0.14:34992
25424,8,192.168.0.4:51946
25633,8,192.168.0.13:59618
27662,8,192.168.0.3:37592
37026,8,192.168.0.3:37506
37026,8,192.168.0.3:37514
27652,8,192.168.0.4:51936
79042,8,192.168.0.3:37498
29994,8,192.168.0.3:58818
27647,8,192.168.0.2:40042
27649,8,192.168.0.4:52012
39118,8,192.168.0.2:33516
37146,8,192.168.0.3:37512
28998,8,192.168.0.2:39828
25307,8,192.168.0.4:51788
25305,8,192.168.0.14:34652
25286,8,192.168.0.3:37394
25276,8,192.168.0.3:37322
25307,8,192.168.0.14:34554
96990,8,192.168.0.13:59558
25313,8,192.168.0.3:36892
104869,8,192.168.0.14:34612
25502,8,192.168.0.4:51600
25866,8,192.168.0.14:34822
35274,8,192.168.0.4:51884
25463,8,192.168.0.4:52004
104862,8,192.168.0.4:51784
25458,8,192.168.0.2:40112
25459,8,192.168.0.13:59684
123974,8,192.168.0.2:39870
25285,8,192.168.0.3:37388
27567,8,192.168.0.4:52026
26959,8,192.168.0.4:52032
27057,8,192.168.0.14:35006
27081,8,192.168.0.2:40148
27105,8,192.168.0.2:40144
27939,8,192.168.0.14:35010
27234,8,192.168.0.13:59706
27116,8,192.168.0.2:40146
27263,8,192.168.0.2:40138
26012,8,192.168.0.13:59626
33945,8,192.168.0.13:59724
26410,8,192.168.0.2:40134
25282,8,192.168.0.13:59538
26358,8,192.168.0.2:40110
25301,8,192.168.0.3:37606
25334,8,192.168.0.3:37602
39892,8,192.168.0.2:40022
25607,8,192.168.0.4:52002
26243,8,192.168.0.2:40132
25919,8,192.168.0.2:40182
159728,8,192.168.0.2:39972
37992,8,192.168.0.3:37644
25604,8,192.168.0.13:59694
39907,8,192.168.0.13:59736
26181,8,192.168.0.2:40128
25608,8,192.168.0.2:40118
40014,8,192.168.0.14:35018
39963,8,192.168.0.4:52056
41164,8,192.168.0.4:52044
41210,8,192.168.0.2:40170
43870,8,192.168.0.2:40172
44848,8,192.168.0.4:52048
28155,8,192.168.0.13:59608
44960,8,192.168.0.2:40174
44144,8,192.168.0.4:52052
43960,8,192.168.0.14:35030
44126,8,192.168.0.2:40176
43919,8,192.168.0.13:59750
44987,8,192.168.0.13:59738
44040,8,192.168.0.13:59746
47052,8,192.168.0.2:40180
44096,8,192.168.0.3:37648
44092,8,192.168.0.13:59742
44049,8,192.168.0.14:35026
67852,8,192.168.0.4:51874
45138,8,192.168.0.2:40166
47009,8,192.168.0.14:35020
47058,8,192.168.0.3:37642
104866,8,192.168.0.14:34522
27110,8,192.168.0.4:52018
26371,8,192.168.0.2:40124
25857,8,192.168.0.3:37516
45956,8,192.168.0.4:51922
25862,8,192.168.0.13:59634
25849,8,192.168.0.4:51948
26008,8,192.168.0.13:59622
34874,8,192.168.0.13:59638
27098,8,192.168.0.14:35004
47901,8,192.168.0.4:52046
34582,8,192.168.0.14:34826
45017,8,192.168.0.13:59720
34203,8,192.168.0.3:37524
25847,8,192.168.0.13:59636
26365,8,192.168.0.14:34990
29621,8,192.168.0.3:37604
25847,8,192.168.0.14:34834
26021,8,192.168.0.3:37508
25847,8,192.168.0.3:37518
27074,8,192.168.0.2:40152
26007,8,192.168.0.3:37528
48015,8,192.168.0.4:52040
34875,8,192.168.0.4:51950
27114,8,192.168.0.4:52028
27074,8,192.168.0.14:35008
27136,8,192.168.0.2:40140
27299,8,192.168.0.3:37618
104865,8,192.168.0.13:59540
161218,8,192.168.0.14:34812
25587,8,192.168.0.13:59690
36029,8,192.168.0.3:37636
27080,8,192.168.0.4:52006
59163,8,192.168.0.14:35016
31606,8,192.168.0.2:40010
27083,8,192.168.0.3:37624
58370,8,192.168.0.3:37634
25271,8,192.168.0.13:59512
47085,8,192.168.0.2:40178
27083,8,192.168.0.13:59712
25813,8,192.168.0.14:34842
90338,8,192.168.0.3:37472
104877,8,192.168.0.4:51750
29579,8,192.168.0.2:40164
45019,8,192.168.0.13:59718
93664,8,192.168.0.3:37488
104870,8,192.168.0.4:51844
90335,8,192.168.0.2:39836
25274,8,192.168.0.2:39886
48005,8,192.168.0.2:40158
66471,8,192.168.0.4:51956
27937,8,192.168.0.13:59624
40006,8,192.168.0.14:35000
27905,8,192.168.0.4:52024
104895,8,192.168.0.2:39398
47952,8,192.168.0.14:35014
35657,8,192.168.0.13:59728
36091,8,192.168.0.3:37628
37169,8,192.168.0.2:40160
93825,8,192.168.0.14:34832
69461,8,192.168.0.2:40016
39891,8,192.168.0.2:40018
104865,8,192.168.0.13:59382
43121,8,192.168.0.3:37610
31606,8,192.168.0.2:40040
27075,8,192.168.0.3:37600
25278,8,192.168.0.2:39772
50868,8,192.168.0.4:52042
27830,8,192.168.0.4:52030
27954,8,192.168.0.13:59700
58809,8,192.168.0.14:34998
52883,8,192.168.0.13:59612
28050,8,192.168.0.13:59640
58097,8,192.168.0.4:52034
86027,8,192.168.0.3:37616
34834,8,192.168.0.4:52014
66468,8,192.168.0.4:51934
130835,8,192.168.0.2:40002
85812,8,192.168.0.4:51926
27610,8,192.168.0.3:37614
93870,8,192.168.0.3:37496
31614,8,192.168.0.3:37500
27490,8,192.168.0.13:59452
93871,8,192.168.0.14:34808
29698,8,192.168.0.13:59782
27931,8,192.168.0.13:59702
27008,8,192.168.0.4:51588
125702,8,192.168.0.13:59476
104857,8,192.168.0.2:39880
32966,8,192.168.0.4:52076
32905,8,192.168.0.3:37682
34788,8,192.168.0.2:40216
27078,8,192.168.0.4:51994
28669,8,192.168.0.4:52060
29046,8,192.168.0.14:35042
28054,8,192.168.0.13:59610
31610,8,192.168.0.14:35032
47908,8,192.168.0.4:52000
27914,8,192.168.0.2:40026
27915,8,192.168.0.2:40126
103146,8,192.168.0.4:51878
66460,8,192.168.0.3:37480
93823,8,192.168.0.2:40024
34585,8,192.168.0.4:52064
66472,8,192.168.0.3:37520
66476,8,192.168.0.2:40036
66458,8,192.168.0.3:37478
66496,8,192.168.0.14:34838
134862,8,192.168.0.2:39996
27960,8,192.168.0.3:37510
66452,8,192.168.0.2:40030
27808,8,192.168.0.14:34982
28153,8,192.168.0.2:40034
110471,8,192.168.0.14:34996
28157,8,192.168.0.3:37594
28158,8,192.168.0.2:40116
27951,8,192.168.0.4:51954
25587,8,192.168.0.13:59766
25334,8,192.168.0.2:40220
28108,8,192.168.0.13:59792
28123,8,192.168.0.13:59796
28154,8,192.168.0.14:34836
28151,8,192.168.0.3:37690
66410,8,192.168.0.3:37502
27593,8,192.168.0.3:37590
69459,8,192.168.0.4:51940
27948,8,192.168.0.2:40130
30691,8,192.168.0.14:35060
27945,8,192.168.0.2:40122
27539,8,192.168.0.14:34984
37348,8,192.168.0.14:35038
27961,8,192.168.0.3:37526
60827,8,192.168.0.2:40214
60745,8,192.168.0.13:59780
30742,8,192.168.0.4:52104
27957,8,192.168.0.4:51944
119088,8,192.168.0.3:37638
79983,8,192.168.0.14:34526
60933,8,192.168.0.2:40210
60778,8,192.168.0.13:59770
60872,8,192.168.0.4:52072
34714,8,192.168.0.2:40156
60916,8,192.168.0.14:35054
66458,8,192.168.0.4:51930
144158,8,192.168.0.4:52022
207460,8,192.168.0.4:51886
61112,8,192.168.0.3:37684
27952,8,192.168.0.14:34994
61034,8,192.168.0.2:40208
28023,8,192.168.0.2:40142
29589,8,192.168.0.13:59692
61955,8,192.168.0.3:37680
61782,8,192.168.0.14:35048
120648,8,192.168.0.4:51992
25615,8,192.168.0.2:40222
33779,8,192.168.0.3:37700
34760,8,192.168.0.3:37704
34847,8,192.168.0.2:40228
34772,8,192.168.0.14:35058
26441,8,192.168.0.13:59658
93836,8,192.168.0.14:34830
25812,8,192.168.0.2:39962
25995,8,192.168.0.4:52066
52739,8,192.168.0.4:52096
94005,8,192.168.0.14:34820
25337,8,192.168.0.13:59760
25402,8,192.168.0.2:40188
25185,8,192.168.0.13:59786
25317,8,192.168.0.3:37530
25304,8,192.168.0.3:37670
25275,8,192.168.0.3:37698
25251,8,192.168.0.13:59762
25257,8,192.168.0.3:37656
53372,8,192.168.0.4:52098
25322,8,192.168.0.3:37654
25296,8,192.168.0.2:40194
25366,8,192.168.0.3:37706
56987,8,192.168.0.4:52090
25296,8,192.168.0.3:37660
30145,8,192.168.0.3:37720
30245,8,192.168.0.4:52114
30202,8,192.168.0.3:37714
30182,8,192.168.0.4:52120
88204,8,192.168.0.4:52070
88226,8,192.168.0.2:40206
88238,8,192.168.0.4:52080
88267,8,192.168.0.4:52086
88507,8,192.168.0.4:52082
88300,8,192.168.0.4:52084
88622,8,192.168.0.3:37678
88370,8,192.168.0.14:35050
88632,8,192.168.0.2:40204
25297,8,192.168.0.2:40046
58321,8,192.168.0.2:40224
94464,8,192.168.0.2:40200
26003,8,192.168.0.2:40196
25292,8,192.168.0.3:37724
25361,8,192.168.0.14:35074
26996,8,192.168.0.2:40244
67921,8,192.168.0.13:59580
25243,8,192.168.0.13:59802
94780,8,192.168.0.3:37626
25359,8,192.168.0.2:40252
55567,8,192.168.0.3:37692
25280,8,192.168.0.3:37730
34433,8,192.168.0.4:52110
129559,8,192.168.0.13:59734
61534,8,192.168.0.13:59788
46756,8,192.168.0.14:35062
25296,8,192.168.0.3:37726
49016,8,192.168.0.3:37708
129581,8,192.168.0.3:37632
32452,8,192.168.0.14:35080
32877,8,192.168.0.2:40240
153992,8,192.168.0.3:37620
25345,8,192.168.0.4:52074
25346,8,192.168.0.4:52078
123952,8,192.168.0.3:37402
123961,8,192.168.0.14:34642
315394,8,192.168.0.3:37454
315354,8,192.168.0.13:59584
25288,8,192.168.0.4:52068
315071,8,192.168.0.2:39954
27826,8,192.168.0.13:59818
27823,8,192.168.0.4:52092
119751,8,192.168.0.13:59516
69482,8,192.168.0.3:37484
122688,8,192.168.0.14:34530
125711,8,192.168.0.4:51846
27819,8,192.168.0.3:37542
123957,8,192.168.0.14:34638
27821,8,192.168.0.2:40238
61428,8,192.168.0.14:35064
27821,8,192.168.0.13:59804
25325,8,192.168.0.14:35044
79013,8,192.168.0.13:59812
417377,8,192.168.0.4:51888
315023,8,192.168.0.13:59588
27820,8,192.168.0.2:40236
103316,8,192.168.0.2:40232
27820,8,192.168.0.4:52112
25273,8,192.168.0.13:59816
27818,8,192.168.0.14:35068
27820,8,192.168.0.13:59654
27819,8,192.168.0.4:52102
159724,8,192.168.0.3:37462
159719,8,192.168.0.13:56752
168556,8,192.168.0.14:35046
323320,8,192.168.0.2:39970
162124,8,192.168.0.2:39998
79008,8,192.168.0.14:35076
166541,8,192.168.0.3:37672
342378,8,192.168.0.14:34574
342332,8,192.168.0.4:51812
342293,8,192.168.0.3:58914
137303,8,192.168.0.2:39958
92008,8,192.168.0.13:59764
50956,8,192.168.0.13:59798
342283,8,192.168.0.14:34566
185089,8,192.168.0.14:34616
55564,8,192.168.0.3:37532
33747,8,192.168.0.13:59808
185088,8,192.168.0.3:37328
67990,8,192.168.0.4:52088
118527,8,192.168.0.3:37728
103318,8,192.168.0.4:52100
185085,8,192.168.0.14:34502
119014,8,192.168.0.3:37710
107668,8,192.168.0.14:35056
50107,8,192.168.0.3:37588
115077,8,192.168.0.13:59800
70540,8,192.168.0.13:59652
162878,8,192.168.0.3:37442
74508,8,192.168.0.3:37534
101989,8,192.168.0.4:52116
74511,8,192.168.0.3:37544
125705,8,192.168.0.4:51858
153971,8,192.168.0.2:40136
197857,8,192.168.0.2:40246
50765,8,192.168.0.4:52108
58207,8,192.168.0.3:37640
85998,8,192.168.0.13:59806
58804,8,192.168.0.2:40168
58289,8,192.168.0.4:52036
58806,8,192.168.0.13:59730
81158,8,192.168.0.14:34988
28152,8,192.168.0.13:59606
25824,8,192.168.0.13:59840
34836,8,192.168.0.2:40150
225242,8,192.168.0.13:59754
58867,8,192.168.0.2:40114
83156,8,192.168.0.13:59716
225239,8,192.168.0.3:37694
328667,8,192.168.0.3:37662
52118,8,192.168.0.13:59698
26933,8,192.168.0.4:52126
26835,8,192.168.0.3:37764
26833,8,192.168.0.4:52136
26966,8,192.168.0.3:37750
91144,8,192.168.0.2:40006
26998,8,192.168.0.2:40260
93830,8,192.168.0.4:51952
152021,8,192.168.0.3:37668
26879,8,192.168.0.14:35090
48961,8,192.168.0.2:40248
184512,8,192.168.0.2:39882
80586,8,192.168.0.13:59488
67924,8,192.168.0.3:37452
153975,8,192.168.0.13:59710
94853,8,192.168.0.13:59714
103330,8,192.168.0.3:37486
27017,8,192.168.0.25:43542
134152,8,192.168.0.2:33448
27920,8,192.168.0.3:37622
186016,8,192.168.0.4:51962
26024,8,192.168.0.13:59656
192933,8,192.168.0.3:37664
99019,8,192.168.0.4:52094
101991,8,192.168.0.2:40230
176314,8,192.168.0.3:37696
29029,8,192.168.0.4:52130
27933,8,192.168.0.3:37612
31989,8,192.168.0.14:35096
33281,8,192.168.0.4:52118
231221,8,192.168.0.3:37676
231223,8,192.168.0.13:59758
32708,8,192.168.0.2:40242
101986,8,192.168.0.14:35072
49735,8,192.168.0.3:37716
204920,8,192.168.0.13:59814
49740,8,192.168.0.3:37712
27015,8,192.168.0.4:52122
43912,8,192.168.0.3:37666
134155,8,192.168.0.4:51914
159753,8,192.168.0.3:37458
202945,8,192.168.0.13:59768
202945,8,192.168.0.3:37658
202946,8,192.168.0.3:37650
184511,8,192.168.0.3:58926
26010,8,192.168.0.25:43370
79279,8,192.168.0.14:35082
26529,8,192.168.0.2:40262
38019,8,192.168.0.3:37742
80006,8,192.168.0.3:37748
325847,8,192.168.0.14:35040
27537,8,192.168.0.4:52020
58806,8,192.168.0.4:52038
38036,8,192.168.0.2:40264
37992,8,192.168.0.3:37738
26553,8,192.168.0.2:40270
44009,8,192.168.0.13:59842
92904,8,192.168.0.14:34520
40012,8,192.168.0.14:35002
27452,8,192.168.0.13:59680
27987,8,192.168.0.25:43536
128507,8,192.168.0.3:37540
44052,8,192.168.0.13:59846
27201,8,192.168.0.3:37630
146038,8,192.168.0.2:40258
103320,8,192.168.0.13:59790
329319,8,192.168.0.14:35034
325875,8,192.168.0.4:52062
25290,8,192.168.0.25:43484
50986,8,192.168.0.14:35070
145014,8,192.168.0.4:52144
26639,8,192.168.0.25:43432
26904,8,192.168.0.25:43502
29384,8,192.168.0.25:43434
29412,8,192.168.0.25:43436
27006,8,192.168.0.25:43426
32787,8,192.168.0.25:43566
32758,8,192.168.0.3:37796
93720,8,192.168.0.25:43374
32768,8,192.168.0.25:43532
26923,8,192.168.0.25:43504
27006,8,192.168.0.25:43410
32788,8,192.168.0.2:40300
353982,8,192.168.0.13:58960
93720,8,192.168.0.25:43366
32797,8,192.168.0.13:59862
93730,8,192.168.0.4:52152
25251,8,192.168.0.25:43670
93734,8,192.168.0.25:43358
126161,8,192.168.0.3:37536
91059,8,192.168.0.3:37774
27927,8,192.168.0.25:43452
25324,8,192.168.0.25:43440
315017,8,192.168.0.4:51906
27005,8,192.168.0.25:43510
88096,8,192.168.0.2:40282
43782,8,192.168.0.25:43418
32795,8,192.168.0.4:52160
49020,8,192.168.0.3:37718
325905,8,192.168.0.3:37674
27993,8,192.168.0.25:43398
142011,8,192.168.0.14:35088
25445,8,192.168.0.14:35124
27018,8,192.168.0.25:43424
25566,8,192.168.0.13:59864
25261,8,192.168.0.25:43672
28683,8,192.168.0.25:43764
31000,8,192.168.0.3:37790
27005,8,192.168.0.25:43666
29006,8,192.168.0.25:43746
32007,8,192.168.0.4:52182
66207,8,192.168.0.4:52188
27002,8,192.168.0.25:43676
132017,8,192.168.0.13:59832
25510,8,192.168.0.3:37838
35009,8,192.168.0.3:37740
31247,8,192.168.0.14:34600
25227,8,192.168.0.25:43684
147026,8,192.168.0.4:52138
84081,8,192.168.0.25:43528
474887,8,192.168.0.14:35098
129026,8,192.168.0.13:59824
110018,8,192.168.0.2:40296
25475,8,192.168.0.4:52180
73676,8,192.168.0.25:43512
110025,8,192.168.0.4:52150
30054,8,192.168.0.14:35112
105010,8,192.168.0.3:37776
110015,8,192.168.0.2:40298
27019,8,192.168.0.25:43572
110025,8,192.168.0.4:52134
140019,8,192.168.0.13:59820
110008,8,192.168.0.4:52166
30983,8,192.168.0.14:35110
27003,8,192.168.0.25:43652
25580,8,192.168.0.3:37840
31002,8,192.168.0.25:43480
142000,8,192.168.0.13:59822
29361,8,192.168.0.25:43758
25259,8,192.168.0.25:43646
113000,8,192.168.0.25:43514
28513,8,192.168.0.25:43752
146998,8,192.168.0.3:37744
129022,8,192.168.0.4:52148
78064,8,192.168.0.25:43560
88092,8,192.168.0.3:37772
35011,8,192.168.0.2:40278
27008,8,192.168.0.13:59886
134804,8,192.168.0.25:43562
110030,8,192.168.0.14:35106
91064,8,192.168.0.25:43544
26727,8,192.168.0.4:52178
27009,8,192.168.0.25:43642
50772,8,192.168.0.2:40226
27212,8,192.168.0.25:43656
28001,8,192.168.0.13:59866
110028,8,192.168.0.3:37768
88089,8,192.168.0.25:43386
157194,8,192.168.0.2:39814
25332,8,192.168.0.3:37834
184608,8,192.168.0.2:39830
26984,8,192.168.0.25:43654
43605,8,192.168.0.3:37766
81054,8,192.168.0.25:43492
145031,8,192.168.0.3:37538
28011,8,192.168.0.13:59882
26943,8,192.168.0.25:43722
27006,8,192.168.0.25:43638
27845,8,192.168.0.13:59696
27020,8,192.168.0.2:40302
35009,8,192.168.0.14:35092
125002,8,192.168.0.4:52164
25316,8,192.168.0.4:52174
142012,8,192.168.0.13:59854
184583,8,192.168.0.14:34558
55966,8,192.168.0.13:59708
160108,8,192.168.0.14:34592
137334,8,192.168.0.3:37470
78090,8,192.168.0.4:52162
154048,8,192.168.0.13:59620
27003,8,192.168.0.13:59752
36996,8,192.168.0.3:37732
37000,8,192.168.0.3:37736
37003,8,192.168.0.25:43368
40001,8,192.168.0.13:59794
346740,8,192.168.0.14:35036
473393,8,192.168.0.25:43362
473397,8,192.168.0.2:40266
473398,8,192.168.0.14:35100
25395,8,192.168.0.3:37862
29025,8,192.168.0.25:43546
26744,8,192.168.0.25:43718
27012,8,192.168.0.25:43756
27035,8,192.168.0.2:40334
27034,8,192.168.0.25:43762
38515,8,192.168.0.25:43760
29024,8,192.168.0.25:43372
29066,8,192.168.0.25:43770
26067,8,192.168.0.25:43390
26102,8,192.168.0.25:43748
26117,8,192.168.0.25:43750
33199,8,192.168.0.25:43768
27006,8,192.168.0.4:52184
26191,8,192.168.0.4:52208
26210,8,192.168.0.4:52206
25223,8,192.168.0.25:43382
32726,8,192.168.0.25:43776
42493,8,192.168.0.25:43720
40744,8,192.168.0.25:43644
40721,8,192.168.0.13:59890
58626,8,192.168.0.25:43428
25266,8,192.168.0.25:43698
31064,8,192.168.0.25:43552
25453,8,192.168.0.13:59884
29024,8,192.168.0.25:43378
25253,8,192.168.0.25:43736
160249,8,192.168.0.14:34514
32031,8,192.168.0.3:37856
30991,8,192.168.0.25:43430
26061,8,192.168.0.3:37762
27316,8,192.168.0.25:43640
31785,8,192.168.0.25:43626
